Reason(s),P/F
Reserve Shutdown as per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown as per NRLDC,P
Reserve Shutdown as per NRLDC,P
Reserve Shutdown as per NRLDC,P
Reserve Shutdown as per NRLDC,P
Reserve Shutdown AS PER NRLDC COMMUNICATION,P
Reserve Shutdown AS PER NRLDC COMMUNICATION,P
Reserve Shutdown AS PER NRLDC COMMUNICATION,P
Reserve Shutdown AS PER NRLDC COMMUNICATION,P
Reserve Shutdown Unit was run as per schedule provided by Delhi,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per NRLDC communication,P
Reserve Shutdown As per NRLDC communication,P
Reserve Shutdown As per NRLDC communication,P
Reserve Shutdown As per NRLDC communication,P
Reserve Shutdown Unit taken into RSD as per GRID requirements,P
Reserve Shutdown Unit taken into RSD as per GRID requirements,P
Reserve Shutdown Unit taken into RSD as per GRID requirements,P
Reserve Shutdown Unit taken into RSD as per GRID requirements,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per Grid requirement,P
Reserve Shutdown As per Grid requirement,P
Reserve Shutdown As per Grid requirement,P
Reserve Shutdown As per Grid requirement,P
Reserve Shutdown Units taken under RSD as per GRID instructions,P
Reserve Shutdown Units taken under RSD as per GRID instructions,P
Reserve Shutdown Units taken under RSD as per GRID instructions,P
Reserve Shutdown Units taken under RSD as per GRID instructions,P
Reserve Shutdown As per Grid requirement,P
Reserve Shutdown As per Grid requirement,P
Reserve Shutdown As per Grid requirement,P
Reserve Shutdown As per Grid requirement,P
Reserve Shutdown as per NRLDC request,P
Reserve Shutdown as per NRLDC request,P
Reserve Shutdown as per NRLDC request,P
Reserve Shutdown as per NRLDC request,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per NRLDC request,P
Reserve Shutdown As per NRLDC request,P
Reserve Shutdown As per NRLDC request,P
Reserve Shutdown As per NRLDC request,P
Reserve Shutdown GT#3 TAKEN ON  RSD AS PER NRLDC.,P
Reserve Shutdown GT#1 TAKEN ON  RSD AS PER NRLDC.,P
Reserve Shutdown GT#2 TAKEN ON  RSD AS PER NRLDC.,P
Reserve Shutdown GT#4 TAKEN ON  RSD AS PER NRLDC.,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown GT#1TAKEN RSD AS PER NRLDC.,P
Reserve Shutdown GT#4 TAKEN RSD AS PER NRLDC.,P
Reserve Shutdown GT#3 TAKEN RSD AS PER NRLDC.,P
Reserve Shutdown GT#2TAKEN RSD AS PER NRLDC.,P
Reserve Shutdown Unit Desynced as per GRID instruction,P
Reserve Shutdown Unit De synced as per GRID instruction,P
Reserve Shutdown Unit Desynced as per GRID instruction,P
Reserve Shutdown Unit Desynced as per GRID instruction,P
Reserve Shutdown Unit Desynced as per GRID instruction,P
Reserve Shutdown Unit Desynced as per GRID instruction,P
Reserve Shutdown Unit Desynced as per GRID instruction,P
Reserve Shutdown Unit Desynced as per GRID instruction,P
Reserve Shutdown Unit Desynced as per GRID instruction,P
Reserve Shutdown Unit Desynced as per GRID instruction,P
Reserve Shutdown Unit Desynced as per GRID instruction,P
Reserve Shutdown Unit Desynced as per GRID instruction,P
Reserve Shutdown As per NRLDC,P
Reserve Shutdown As per NRLDC,P
Reserve Shutdown As per NRLDC,P
Reserve Shutdown As per NRLDC,P
Reserve Shutdown AS PER NRLDC COMMUNICATION,P
Reserve Shutdown AS PER NRLDC COMMUNICATION,P
Reserve Shutdown AS PER NRLDC COMMUNICATION,P
Reserve Shutdown AS PER NRLDC COMMUNICATION,P
Reserve Shutdown As per Grid requirement,P
Reserve Shutdown As per Grid requirement,P
Reserve Shutdown As per Grid requirement,P
Reserve Shutdown As per Grid requirement,P
Reserve Shutdown As per grid requiremnet,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requiremnet,P
Reserve Shutdown As per grid requiremnet,P
Reserve Shutdown As per NRLDC communication,P
Reserve Shutdown As per NRLDC,P
Reserve Shutdown GTs TAKEN RSD AS PER NRLDC INSTRUCTION.,P
Reserve Shutdown GTs TAKEN RSD AS PER NRLDC INSTRUCTION.,P
Reserve Shutdown GTs TAKEN RSD AS PER NRLDC INSTRUCTION.,P
Reserve Shutdown GTs TAKEN RSD AS PER NRLDC INSTRUCTION.,P
Reserve Shutdown as per grid requirement,P
Reserve Shutdown as per grid requirement,P
Reserve Shutdown GTs DESYNCH. AS PER NRLDG INSTRUCTION.,P
Reserve Shutdown GTs DESYNCH. AS PER NRLDG INSTRUCTION.,P
Reserve Shutdown GTs DESYNCH. AS PER NRLDG INSTRUCTION.,P
Reserve Shutdown GTs DESYNCH. AS PER NRLDG INSTRUCTION.,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown GT DESYNCH. AS PER NRLDC INSTRUCTION.,P
Reserve Shutdown GT DESYNCH. AS PER NRLDC INSTRUCTION.,P
Reserve Shutdown rsd as per nrldc message,P
Reserve Shutdown ,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown AS PER NRLDC REQUIREMENT,P
Reserve Shutdown AS PER NRLDC REQUIREMENT,P
Reserve Shutdown AS PER NRLDC REQUIREMENT,P
Reserve Shutdown AS PER NRLDC REQUIREMENT,P
Reserve Shutdown GT desync as per NRLDC ,P
Reserve Shutdown GT taken off bar as per NRLDC instructions,P
Reserve Shutdown GT taken off bar as per NRLDC instructions,P
Reserve Shutdown GT taken off bar as per NRLDC ,P
Hand tripped due to gas leakage. ,F
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid requirement,P
Reserve Shutdown As per grid instructions,P
Reserve Shutdown As per grid instructions,P
Reserve Shutdown As per grid instructions,P
Reserve Shutdown As per grid instructions,P
Reserve Shutdown As per NRLDC,P
Reserve Shutdown AS PER GRID REQUIRMENT.,P
Reserve Shutdown As per NRLDC,P
Oil Leakage  bearing oil leakage ,F
Reserve Shutdown GTs TAKEN ON RSD AS PER NRLDC INSTRUCTION.,P
Reserve Shutdown . GTs TAKEN ON RSD AS PER NRLDC INSTRUCTION.,P
Reserve Shutdown GTs TAKEN ON RSD AS PER NRLDC INSTRUCTION.,P
Reserve Shutdown GT#1 TAKEN RSD AS PER NRLDC INSTRUCTION.,P
Reserve Shutdown GT#3 TAKEN RSD AS PER NRLDC INSTRUCTION.,P
Reserve Shutdown AS PER NRLDC,P
Reserve Shutdown AS PER NRLDC,P
Reserve Shutdown as per nldc,P
Reserve Shutdown as per nldc,P
Reserve Shutdown taken into rsd as per GRID instruction,P
Reserve Shutdown taken into rsd as per GRID instruction,P
Reserve Shutdown As per Grid requirement,P
Reserve Shutdown As per Grid requirement,P
 Tripped due to vibration high.,F
Reserve Shutdown as per grid requirement,P
Reserve Shutdown as per schedule,P
Reserve Shutdown as per schedule,P
Reserve Shutdown Taken in RSD,P
Reserve Shutdown Taken in RSD,P
Reserve Shutdown Reserve Shutdown,P
Reserve Shutdown Reserve Shutdown,P
Reserve Shutdown as per grid requirment,P
Reserve Shutdown as per grid requirment,P
GT trip . Under Forced Outage due to Generator Vibration (since 15:00Hrs of 16.04.2024). Rotor replacement to be done.,F
Reserve Shutdown As per NLDC,P
Reserve Shutdown GT#4 TAKEN RSD AT 23:59 HRS.,P
Reserve Shutdown GT#3 TAKEN RSD AT 23:59 HRS.,P
Reserve Shutdown  (as per T-GNA schedule of TANGEDCO).,P
Reserve Shutdown  (as per T-GNA schedule of TANGEDCO).,P
Reserve Shutdown (as per T-GNA schedule of TANGEDCO).,P
Reserve Shutdown (as per T-GNA schedule of TANGEDCO).,P
Reserve Shutdown (as per T-GNA schedule of TANGEDCO).,P
Reserve Shutdown (as per T-GNA schedule of TANGEDCO).,P
Reserve Shutdown (as per T-GNA schedule of TANGEDCO).,P
Reserve Shutdown (as per T-GNA schedule of TANGEDCO).,P
Reserve Shutdown as per T-GNA schedule of TANGEDCO,P
Reserve Shutdown as per T-GNA schedule of TANGEDCO,P
Reserve Shutdown as per T-GNA schedule of TANGEDCO,P
Reserve Shutdown as per T-GNA schedule of TANGEDCO,P
Reserve Shutdown as per T-GNA schedule of TANGEDCO.,P
Reserve Shutdown as per T-GNA schedule of TANGEDCO.,P
Reserve Shutdown as per T-GNA schedule of TANGEDCO.,P
Reserve Shutdown as per T-GNA schedule of TANGEDCO.,P
Reserve Shutdown as per T-GNA schedule of TANGEDCO.,P
Reserve Shutdown as per T-GNA schedule of TANGEDCO.,P
Reserve Shutdown as per NRLDC,P
Reserve Shutdown as per commitment under T-GNA,P
Reserve Shutdown as per commitment under T-GNA,P
Reserve Shutdown as per nrldc,P
Reserve Shutdown TAKEN IN RSD AS PER GRID REQUIREMENT,P
Reserve Shutdown 	TAKEN IN RSD AS PER GRID REQUIREMENT,P
Reserve Shutdown AS PER GRIF REQUIRMENT,P
Turbine Problem . GT-4 tripped on EHC CV fault. ,F
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown GT#4 TAKEN RSD AT 23:28 HRS.,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown AS PER NRLDC ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown TAKEN INTO RSD,P
Reserve Shutdown RESERVE SHUTDOWN,P
Reserve Shutdown AS PER NRLDC,P
Reserve Shutdown AS PER NRLDC INSTRUCTIONS,P
Reserve Shutdown AS PER NRLDC INSTRUCTIONS,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown TAKEN INTO RSD,P
Reserve Shutdown TAKEN IN RSD,P
Reserve Shutdown TAKEN IN RSD,P
Reserve Shutdown ST#2 TAKEN RSD AT 11:29 HRS.,P
Reserve Shutdown GT#3 TAKEN RSD AT 11:36 HRS.,P
Reserve Shutdown ST#1 TAKEN RSD AT 11:43 HRS.,P
Reserve Shutdown GT#2 TAKEN RSD AT 11:49 HRS.,P
Reserve Shutdown AS PER NLDC REQUIREMENT,P
Reserve Shutdown as per T-GNA requirement,P
Reserve Shutdown AS PER GRID REQ,P
Reserve Shutdown RESERVE SHUTDOWN,P
Reserve Shutdown RESERVE SHUTDOWN,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Boiler Tube Leakage under forced outage due to suspected boiler tube leakage  since 11:30 Hrs of 17.02.2024 earlier it was under reserve shutdown,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown As per Grid req,P
Reserve Shutdown As per Grid req,P
Reserve Shutdown reserve shutdown.,P
"Boiler Tube Leakage there is a suspected lkg in WHRB-2 hence , hence WHRB-2 and GT-2 w.e.f 13:00 HRS 03.06.2024 ",F
Reserve Shutdown AS PER nrldc,P
Reserve Shutdown as per grid requirement,P
Reserve Shutdown as per grid requirement,P
Reserve Shutdown as per grid requirement,P
Reserve Shutdown as per grid requirement,P
Reserve Shutdown as per grid requirement,P
Reserve Shutdown as per grid requirement,P
Reserve Shutdown RESERVE SHUTDOWN AS PER NRLDC MAIL RECEIVED,P
Reserve Shutdown As per NRLDC Communication,P
Reserve Shutdown ST#2 TAKEN RSD AT 00:08 HRS.,P
Reserve Shutdown GT#4 TAKEN RSD AT 00:14 HRS.,P
Reserve Shutdown GT#1 TAKEN RSD AT 00:30 HRS.,P
Reserve Shutdown ST#1 TAKEN RSD AT 00:31 HRS.,P
Reserve Shutdown As per NRLDC Communication,P
Reserve Shutdown GT#3 TAKEN RSD AT 23:51 HRS.,P
Reserve Shutdown GT#4 TAKEN RSD AT 23:52 HRS.,P
Reserve Shutdown GT#1 TAKEN RSD AT 23:54 HRS.,P
Reserve Shutdown GT#2 TAKEN RSD AT 23:57 HRS.,P
GT trip . GT trip due to Compressor Vibration High.,F
Reserve Shutdown as per NRLDC,P
AC Supply Fail . LT bus disturbance. ,F
Reserve Shutdown AS PER NRLDC,P
Reserve Shutdown ,P
Reserve Shutdown AS PER GRID REQ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Generator Fault - due to GT 4 coupling valve with ST is unavailable,F
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown Reserve Shutdown,P
Reserve Shutdown Reserve Shutdown,P
Reserve Shutdown Reserve Shutdown,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown as per NRLDC,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown GT#3 TAKEN RSD AT 23:58 HRS.,P
Reserve Shutdown GT#2 TAKEN RSD AT 23:59 HRS.,P
Reserve Shutdown GT#4 TAKEN RSD AT 23:59 HRS.,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Flame failure ,F
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown AS PER NRLDC COMMUNICATION,P
Reserve Shutdown AS PER NRLDC COMMUNICATION,P
Reserve Shutdown AS PER NRLDC COMMUNICATION,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
"Reserve Shutdown initially out on rsd, on forced outage since 19:00 hrs of 30.07.2024 ",P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown AS PER nrldc,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown GT#2 TAKEN RSD AT 20:19 HRS.,P
Reserve Shutdown Reserve Shutdown,P
Reserve Shutdown Reserve Shutdown,P
Reserve Shutdown Reserve Shutdown,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown  ,P
Reserve Shutdown GT#2 TAKEN RSD AT 23:54 HRS.,P
Reserve Shutdown GT#3 TAKEN RSD AT 23:56 HRS.,P
Reserve Shutdown GT#1 TAKEN RSD AT 23:56 HRS.,P
Reserve Shutdown GT#4 TAKEN RSD AT 23:56 HRS.,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown Units Desynced as per GRID instructions,P
Reserve Shutdown Units Desynced as per GRID instructions,P
Reserve Shutdown Units Desynced as per GRID instructions,P
Reserve Shutdown Units Desynced as per GRID instructions,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown GT TAKEN UNDER RSD AS PER GRID INSTRUCTIONS,P
Reserve Shutdown GT TAKEN UNDER RSD AS PER GRID INSTRUCTIONS,P
Reserve Shutdown GT TAKEN UNDER RSD AS PER GRID INSTRUCTIONS,P
Reserve Shutdown units taken into RSD as per GRID instructions,P
Reserve Shutdown units taken into RSD as per GRID instructions,P
Reserve Shutdown units taken into RSD as per GRID instructions,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown units desynced as per GRID instructions,P
Reserve Shutdown units desynced as per GRID instructions,P
Reserve Shutdown units desynced as per GRID instructions,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown TAKEN INTO RSD AS PER INSTRUCTIONS,P
Reserve Shutdown TAKEN INTO RSD AS PER INSTRUCTIONS,P
Reserve Shutdown TAKEN INTO RSD AS PER INSTRUCTIONS,P
Reserve Shutdown AS PER NRLDC,P
Reserve Shutdown as per NRLDC,P
Reserve Shutdown AS PER NRLDC,P
  for GT#3 M8 inspection activities,P
Reserve Shutdown ,P
Reserve Shutdown as per NRLDC,P
Reserve Shutdown ,P
Reserve Shutdown AS PER NRLDC,P
Reserve Shutdown as per nrldc,P
Reserve Shutdown as per nrldc,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Over hauling ,F
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown Units Desynced as per instruction,P
Reserve Shutdown Units taken into RSD as per instructions,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown As per NLDC,P
Reserve Shutdown As per NLDC,P
Reserve Shutdown As per NLDC,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Over hauling  (OCC approved Overhauling of GT-2).,P
Reserve Shutdown As per nldc,P
Reserve Shutdown As per nldc,P
Reserve Shutdown As per nldc,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
